Loc,LocName,LocStAbbrev,LocCnty,LocZone,DirFlo,LocTypeInd,Total_Design_Capacity,08/01/20,08/02/20,08/03/20,08/04/20,08/05/20,08/06/20,08/07/20,08/08/20,08/09/20,08/10/20,08/11/20,08/12/20,08/13/20,08/14/20,08/15/20,08/16/20,08/17/20,08/18/20,08/19/20,08/20/20,08/21/20,08/22/20,08/23/20,08/24/20,08/25/20,08/26/20,08/27/20,08/28/20,08/29/20,08/30/20,08/31/20
"	72870",TANA EXPLORATION COMPANY LLC -MP 175-RUN 1,LA,MAIN PASS,ELA,R,WHD,"105,986",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	72871","NORAM -  BODCAW, AR",AR,NEVADA,ETX,D,INT,"518,897",5,5,5,5,5,5,35,35,35,35,35,35,35,35,35,35,35,35,35,23,35,35,35,35,35,35,35,35,35,35,35
"	72874","ST. JOSEPH - LAWRENCE CO., TN",TN,LAWRENCE,1,D,LDC,"377,137", -   ,0,10,10,0,10,10,10,10,10,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,0,0,5,5,5
"	72877","DENBURY ONSHORE, LLC",TX,BRAZORIA,STX,D,END,"128,404",637,495,700,700,475,700,638,700,700,700,700,627,700,700,700,573,1454,700,700,432,1136,935,935,935,700,700,501,300,300,300,300
"	72890","LOUISIANA INTRASTATE GAS - IBERVILLE PSH., LA (DEL)",LA,IBERVILLE,ELA,D,INT,"325,210", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,20000,20000,20000,20000
"	72892","ENTERPRISE TEXAS PIPELINE, LLC - PANOLA COUNTY, TX (REC)",TX,PANOLA,ETX,R,INT,"383,906", -   ,0,0,0,0,0,5000,0,0,0,4804,5000,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	72897","DESCO OIL COMPANY - CAMERON PSH., LA",LA,CAMERON,WLA,R,WHD,"145,581", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	72903",ANR - GLEN KARN - (72903),OH,DARKE,2,R,INT,"8,124","-17,353",-39046,-16565,-5716,-8635,-7713,-12205,-8211,-9485,-24055,-51455,-30448,-28539,-82974,-4989,-5489,-6485,-6989,-6989,-32474,-47158,-23482,-28686,-52283,-48654,-47014,-35453,-69063,-8173,-11696,-12767
"	72904","VECTREN OHIO - GLEN KARN, OH (PEPL 02831)",OH,DARKE,2,D,LDC,"84,050", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	72906","DAYTON PWR. & LT. -CASTINE, OH",OH,MONTGOMERY,2,D,LDC,"4,092", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	72908","DUKE ENERGY OHIO INC. SPRINGBORO, FRANKLIN, OH",OH,FRANKLIN,2,D,LDC,"16,248", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	72909","DAYTON PWR & LT - RED LION, OH",OH,WARREN,2,D,LDC,"10,438", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	72910","GAS CHROM @ CW-DTI (I-O) & LEBANON, OH - (72910)",OH,WARREN,2,D,INT,"4,428", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	72911","COL. GAS (I-O) & LEBANON, OH",OH,WARREN,2,D,INT,"9,733", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	72921",TALOS - VK 203,OF,VIOSCA KNOLL,ELA,R,WHD,"9,349", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	72926","KENT. UTIL. - GARRARD CO., KY",KY,GARRARD,2,D,END,"77,008", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	72930","PECO ENERGY - EDDYSTONE, DELAWARE CO., PA",PA,DELAWARE,3,D,LDC,"67,173",50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"	72936","CHANDELEUR PIPE LINE CO. (CANTIUM, LLC) - MP 41L",OF,MAIN PASS,ELA,R,WHD,"34,196", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	72942","COLUMBIA GAS (N.W.L. CORP.) - FAYETTE CO., PA",PA,FAYETTE,2,D,INT,"10,036", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	72944","PUBLIC SERVICE - JAMESBURG - MIDDLESEX CO., NJ",NJ,MIDDLESEX,3,D,LDC,"5,120","22,555",22555,22555,22555,18127,20894,20894,27906,27906,27906,24930,24825,25498,25613,23559,16953,22785,26603,26263,28089,25322,25322,26507,26824,24436,24192,24302,24285,26143,22424,22424
"	72950","APTIAN GAS CORP., K.W. SCHREINER #1 - LIVE OAK CO., TX",TX,LIVE OAK,STX,R,WHD,"16,739",382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382
"	72951","APTIAN GAS CORP., SCHREINER RANCH - LIVE OAK CO., TX",TX,LIVE OAK,STX,R,WHD,"16,711",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	72956","MID TN GAS DIST - WILSON, TN",TN,WILSON,1,D,LDC,"37,087", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	72963","AUBURN ENTERPRISES - KERLICK #1, DEWITT, TX",TX,DE WITT,STX,R,WHD,"252,206",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
"	72964","ELLIOT OIL & GAS, BROWDER #C-1, SAN JACINTO CO., TX (REC)",TX,SAN JACINTO,STX,R,WHD,"80,523", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	72965","M.E.OPERATING & SERVICES- WRIGHT #1 - COLORADO CO., TX",TX,COLORADO,STX,R,WHD,"73,344", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	72967","ATMOS ENERGY -MONROE, MS",MS,MONROE,1,D,LDC,"10,266",943,980,980,980,980,980,980,980,980,980,952,980,980,980,964,962,974,980,980,980,980,980,966,959,980,942,0,0,0,0,0
"	72972",WALTER OIL & GAS - WD 106,OF,WEST DELTA,ELA,R,WHD,"4,894", -   ,0,0,1,1,1,1,1,1,1,1,1,6411,6411,7821,7821,6100,6410,6154,1282,1,1,1,1,1,1,1,1,1,1,1
"	72979","PECO - DOYLESTOWN, BUCKS CO., PA",PA,BUCKS,3,D,LDC,"132,080","16,789",17422,19010,19011,18574,19012,17230,16691,16841,17920,17763,18646,18595,17037,15417,16836,18320,18611,18611,20091,18591,17092,18317,20799,20807,20837,20966,18827,15968,17266,18736
"	72990","MVG - MADISON CO., MS",MS,MADISON,ELA,D,LDC,"74,861", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	72996","EDMONTON #2 - METCALFE CO., KY",KY,METCALFE,2,D,LDC,"4,589",60,100,25,30,375,100,100,30,25,25,25,60,285,60,60,60,100,60,150,60,100,100,100,40,100,55,200,55,55,20,55
"	72998","ROVIG MINERAL-SWLB FIELD,LAFOURCHE PARISH, LA, LAFOURCHE, L",LA,LAFOURCHE,ELA,R,WHD,"208,589",1,1,1,1,250,50,50,50,50,50,50,200,1,100,100,100,100,1,100,100,100,100,100,100,100,100,100,1,1,1,1
"	72999","AMERICAN EXPLORER - SHORE OIL #1 - LAFOURCHE PSH., LA",LA,LAFOURCHE,ELA,R,WHD,"102,489",89,89,89,1,1,1,1,1364,1,1367,1,1,1,1111,1,1,1,1,1,1,1,1,1,1,1,1,1001,1,492,492,492
"	73023","UGI UTIL - MT. PLEASANT, BERKS CO. , PA",PA,BERKS,3,D,LDC,"73,008", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73025","ATMOS ENERGY, TN (B/D 76025)",TN,WILLIAMSON,1,D,LDC,"133,751", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73027",FIELDWOOD ENERGY - SP 87-D,OF,SOUTH PASS,ELA,R,WHD,"185,344", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73037","MISSISSIPPI VALLEY - CLAY CO., MS",MS,CLAY,1,D,LDC,"16,755", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73041","FOUR SQUARE GAS CO., INC. (CHIRENO #3) -  SHELBY CO., TX",TX,SHELBY,ETX,D,LDC,"9,466",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"	73060","PGW - HARKNESS POINT - PHILADELPHIA, PA",PA,PHILADELPHIA,3,D,LDC,"492,411","36,902",36999,36999,36999,36999,36999,36999,36999,36999,36999,33538,34482,36386,36999,36999,36999,36999,36999,36999,36999,36999,36999,36999,35996,36999,36000,36999,34395,35734,36999,36037
"	73062","ELIZABETHTOWN GAS COMPANY - UNION CO., NJ",NJ,UNION,3,D,LDC,"311,948","9,441",9345,9187,9206,9442,9442,9442,9442,9442,9442,9033,9053,8397,9113,9028,9264,9264,9159,9442,8742,9205,6200,6200,6200,9104,9678,9827,9848,8875,8851,9569
"	73068","BRAMMER ENGINEERING, INC. -GREEN GAS UNIT #1 - HARRISON CO.",TX,HARRISON,ETX,R,WHD,"4,589", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73070","CENTANA GATHERING CO. MP 225,LA",LA,MAIN PASS,ELA,R,WHD,"69,927", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73071",NOBLE - VK 826,OF,VIOSCA KNOLL,ELA,R,WHD,"1,493", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73072","W & T OFFSHORE,INC. BLK 279 VERM. LAO",OF,VERMILLION,WLA,R,WHD,"5,089", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73073","SHELL OFFSHORE , WD 143, - LAO",OF,WEST DELTA,ELA,R,WHD,"38,368", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73076","ATMOS ENERGY - COLUMBIA, TN",TN,MAURY,1,D,LDC,"14,543","4,389",3000,3000,3000,3000,3000,3000,4700,3300,3200,3000,3000,3000,3000,4700,3300,3000,3000,3000,3000,3000,2911,4785,4100,2875,3000,1690,1231,4200,3900,3000
"	73078","EAGLE NATURAL GAS -LAKE BOEUF, LAFOURCHE PSH., LA - TEST",LA,LAFOURCHE,ELA,R,WHD,"144,452", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73079","SMYRNA #3 - RUTHERFORD CO., TN",TN,RUTHERFORD,1,D,LDC,"3,757", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73090",VENICE-DELIVERY INTO PLANT,LA,PLAQUEMINES,ELA,D,PLT,"107,326", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73096","INTERSTATE ENERGY COMPANY (I.E.C.) - BUCKS CO., PA",PA,BUCKS,3,D,INT,"73,268","55,000",126453,141500,62000,88300,84000,70000,81314,93000,160000,142500,109400,85000,90000,81000,69900,75000,87800,99000,80000,126000,115031,42475,100,0,42550,75100,64380,55100,56967,55828
"	73104","VERADO ENERGY, INC. - YOUNG #3 - RUSK COUNTY, TX",TX,RUSK,ETX,R,WHD,"234,854",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
"	73105","DAYTON PWR & LT - CLINTON, OH",OH,CLINTON,2,D,LDC,"15,677","1,251",1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,0,0,0,8,1206,1251
"	73106",FEDERAL BUREAU OF PRISON - YAZOO CO. MS,MS,YAZOO,ELA,D,END,"183,023",243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243
"	73107","HORTON HWY DIST #2 - MAURY, TN",TN,MAURY,1,D,LDC,"28,791",200,380,300,750,700,600,650,400,700,600,300,700,325,500,400,500,500,500,350,300,300,300,200,315,360,350,121,24,200,200,200
"	73109","RED BAY #2, FRANKLIN CO. AL.",AL,FRANKLIN,1,D,LDC,"8,985",490,490,490,373,375,446,380,463,478,323,458,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490
"	73110","GREAT LAKE ENERGY - FAYETTE CO. ,PA",PA,FAYETTE,2,R,WHD,"58,061", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73113","ENTERPRISE TEXAS PIPELINE LLC - HIDALGO COUNTY, TX",TX,HIDALGO,STX,R,INT,"223,806",300,300,300,0,0,0,0,18000,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73116","DOUGLAS OIL & GAS - FAYETTE CO., PA",PA,FAYETTE,2,R,WHD,"4,589", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73117","SHELL GULF OF MEXICO- HIDALGO CO., TX",TX,HIDALGO,STX,R,WHD,"4,589", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73127",PAULSBORO REFINERY,PA,PHILADELPHIA,3,D,END,"12,260","35,000",35000,35000,36000,36000,36000,36000,36000,36000,34000,35000,36000,38000,31000,31000,31000,31000,31000,29000,32000,32000,28500,31000,31000,28493,18000,29062,30000,29000,29000,72756
"	73131","DELTA NAT GAS - MADISON CO, KY",KY,MADISON,2,D,END,"262,758",102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,314,314,314,314,314,314,314,314,314,302
"	73134","PANENERGY FIELD SERVICES - LINCOLN PARISH, LA",LA,LINCOLN,ETX,D,INT,"234,779", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73136","PECO ENERGY - MONTGOMERY CO., PA (CENTER POINT)",PA,MONTGOMERY,3,D,LDC,"135,110", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73139","DCP MIDSTREAM, LP- #1 DIEBEL, GOLIAD CO., TX",TX,GOLIAD,STX,R,WHD,"21,563",140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
"	73141","MISSISSIPPI CHEMICAL - YAZOO CITY, MS",MS,YAZOO,ELA,D,END,"10,155","38,000",38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,47682
"	73147","CENTANA INTRASTATE PIPELINE CO. - ORANGE CO., TX",TX,ORANGE,WLA,R,INT,"33,658", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73148","DEEP ROCK RESOURCES - FLOWERS / MATAGORDA CO., TX - RUN 01",TX,MATAGORDA,STX,R,WHD,"110,350", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73150",ARKLA - PULASKI CO. AR.,AR,PULASKI,ETX,D,LDC,"8,985",98,98,98,98,98,98,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
"	73152",COL GAS-WAYNESBURG - (73152),PA,GREENE,2,R,INT,"34,749","133,454",133454,133454,133454,133454,133454,117454,138454,138454,138454,183711,183711,183711,183711,179089,179089,212089,144954,138954,133454,177074,158954,158954,158954,133454,133454,89387,96454,179454,179454,179454
"	73153","PECO -- BROOKHAVEN, PA",PA,DELAWARE,3,D,LDC,"173,124", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73154","PECO ENERGY COMPANY - HERSHEY MILLS, CHESTER CO., PA",PA,CHESTER,3,D,LDC,"13,403", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73157","UGI CENTRAL - PENN FUEL - MCCONNELLSBURG, FULTON CO., PA",PA,FULTON,3,D,LDC,"10,769", -   ,0,0,1218,7436,0,0,0,0,0,7436,0,6816,0,0,0,0,4586,3585,7436,585,0,0,0,7436,7436,7436,7436,0,0,0
"	73159","LAFAYETTE #2 - MACON CO., TN",TN,MACON,1,D,LDC,"68,021", -   ,30,30,30,30,30,40,40,25,40,40,40,40,40,40,40,40,40,55,40,40,0,40,30,40,40,0,0,125,20,40
"	73161","CLAY GAS UTIL. - MONROE CO, KY",KY,MONROE,2,D,LDC,"66,922",37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,27,27,27,27,27
"	73164","DCP MIDSTREAM, LP - GOLIAD CO., TX",TX,GOLIAD,STX,R,WHD,"99,081","65,291",65794,65259,65516,74318,71801,72649,75597,75603,75554,75017,75965,75880,99034,99225,112225,112225,97845,89345,89370,100770,91770,91770,91770,100370,74420,76884,78038,73935,73935,73268
"	73165","SANCHEZ O'BRIEN-BODDEN FROST, LIVE OAK CO., TX",TX,LIVE OAK,STX,R,WHD,"9,894",565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565
"	73168","WILLAMETTE INDUSTRIES -  BIENVILLE PARISH, LA",LA,BIENVILLE,ETX,D,END,"214,278",900,900,900,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700
"	73170","AK STEEL - WARREN CO., OH",OH,WARREN,2,D,END,"4,310","37,258",37258,37258,37258,37258,37258,37258,37258,37258,37258,37258,37258,37258,37258,37258,37258,37258,37258,30549,17883,19258,37258,37258,37258,37258,37258,37258,17258,34244,33339,33339
"	73171","EAST CAPE GIRARDEAU, IL",IL,ALEXANDER,1,D,LDC,"273,666",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10
"	73180","BLUESTONE - HIDALGO CO., TX",TX,HIDALGO,STX,R,WHD,"3,763",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,0,1,1449,1,1,1,0,0,1,1
"	73187","ELIZABETHTOWN GAS COMPANY - LINDEN, NJ",NJ,UNION,3,D,LDC,"8,272", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73191","ST FRANCIS PWR PLT -DUNKIN, MO",MO,DUNKLIN,1,D,END,"108,100","20,000",2500,6400,34200,17300,0,0,27800,31600,49500,48000,50500,48600,49899,36500,36500,36500,18187,38500,9242,32500,49300,49300,21716,31700,16000,31300,6300,0,35000,40000
"	73193","MISS RIV TRANS - STODDARD, MO",MO,STODDARD,1,D,INT,"84,739","3,087",3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087
"	73195","COL. GAS - MONTGOMERY CO., KY",KY,MONTGOMERY,2,R,INT,"16,740","24,944",30000,25690,27682,16245,26028,49384,51245,51245,51245,16245,16245,16245,16245,15395,16100,16005,16245,51221,50623,10710,51245,51245,51245,16245,16245,51185,51245,51140,51245,68464
"	73196","DELTA NAT GAS -MADISON CO., KY",KY,MADISON,2,D,LDC,"4,046",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"	73198","TENN. GAS P/L - CASEY CO., KY",KY,CASEY,2,R,INT,"280,338","33,439",36698,41009,25300,50807,28019,28273,39000,39000,8175,8105,14111,18083,41330,29273,31575,0,66019,20436,20436,10218,15326,15326,51797,36471,24314,10129,14532,0,0,74950
"	73199","DCP MIDSTREAM, LP - BEE CO., TX",TX,BEE,STX,R,WHD,"72,489",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"	73200",COLUMBIA GAS - FRANKLIN CO. PA (DELIVERY),PA,FRANKLIN,3,D,INT,"48,561","2,550",2550,2550,2550,2550,2550,2550,2550,2550,2550,2539,2550,2561,2550,2550,2550,2550,2550,2550,2400,2400,2400,2400,2400,2575,2975,2975,2550,2550,2550,2546
"	73205","MIDDLE TN NAT GAS -WILSON, TN",TN,WILSON,1,D,INT,"10,778","5,927",5927,5927,5927,5927,5927,5927,5927,5927,5927,5927,5927,5927,5927,5927,5927,5927,5927,5927,5927,5927,5927,5927,5927,5927,5927,5927,5927,3968,3968,5870
"	73207","AECI PLANT STO - ESSEX PWR PLT -STODDARD CO, MO",MO,STODDARD,1,D,END,"4,448", -   ,0,0,0,0,0,0,0,0,9600,0,7200,9600,9600,9600,9600,9600,9600,9031,9600,0,9600,9600,8800,8400,8000,5000,0,3000,3000,3000
"	73209","NORAM FIELD SERVICES - SHELBY CO., TX (REC)",TX,SHELBY,ETX,R,INT,"140,169",50,50,50,50,50,50,50,50,50,50,50,50,50,45,45,45,45,45,45,45,10,10,10,10,10,10,10,10,0,0,0
"	73210","GAS CHROMATOGRAPH @ 73210 GREAT LAKE ENERGY - FAYETTE CO.,",PA,FAYETTE,2,R,WHD,"25,974",65,65,65,65,65,65,65,60,60,60,60,60,60,60,30,30,30,30,30,30,30,45,45,45,45,45,55,55,55,55,55
"	73211","WEIR (NEEL-SCHAFFER) - CHOCTAW CO., MS.",MS,CHOCTAW,1,D,END,"147,446","25,197",25197,45005,70000,83098,90197,85197,90197,90197,90197,99760,94760,94760,90000,85000,85000,85000,80000,85000,85148,86237,86633,86633,86633,100148,85000,70000,70000,60000,60000,60000
"	73212","PECO - EAGLE, CHESTER CO., PA. (DEL)",PA,CHESTER,3,D,LDC,"64,259", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73214","DEFS - PETTUS, BEE CO., TX",TX,BEE,STX,R,WHD,"397,201","46,633",46983,46618,45331,38077,42194,41100,37916,37921,37896,38962,37494,38826,1900,1900,1900,1900,15696,23368,18046,13037,21696,21830,21830,12272,38063,37257,34883,39409,39409,39076
"	73216","TOWN OF SHANNON - MONROE CO., MS",MS,MONROE,1,D,LDC,"3,909",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"	73219","FINA - GEORGIA PACIFIC #1, OKTIBBEHA CO., MS",MS,OKTIBBEHA,1,R,WHD,"9,122", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73223","DEFS - EDINBURG POWER PLANT - HIDALGO CO., TX",TX,HIDALGO,STX,D,END,"467,699", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73225","NAT'L GAS  -PERRY CO., OH",OH,PERRY,2,D,LDC,"16,114", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73226","JONESBORO CITY, WATER & LIGHT - GREENE, AR",AR,GREENE,1,D,END,"16,112", -   ,0,0,0,0,0,0,0,0,8939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3341,0,0,0,0
"	73232","DEFS - GOLIAD COUNTY, TX",TX,GOLIAD,STX,R,WHD,"8,867", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73233",DUKE ENERGY INDIANA,OH,BUTLER,2,D,END,"2,280","20,000",0,9000,0,0,0,0,0,0,65000,53999,40000,48000,0,0,0,0,0,0,4000,25000,0,0,78050,60000,65000,59936,0,0,0,0
"	73235","NATIONAL ENERGY & TRAD. - W. FELICIANA PSH, LA.",LA,WEST FELICIANA,ELA,D,LDC,"310,401",1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"	73236","DEFS (LN. #23-BYPASS: NEW PLANT FUEL GAS 2) - PROV. CITY, T",TX,LAVACA,STX,R,STA,"114,764",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	73238","MISS VALLEY GAS #2 - HINDS CO., MS.",MS,HINDS,ELA,D,INT,"168,953", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73239","TALEN ENERGY MARKETING, LLC - (IRONWOOD) LEBANON CO., PA.",PA,LEBANON,3,D,END,"9,733","114,715",114655,114463,114154,122508,119069,115501,113321,113769,114001,114994,120001,115336,112412,113001,101478,112656,113267,106002,55747,55043,114105,113253,105579,105043,119070,125024,114468,96892,112884,122088
