Loc,LocName,LocStAbbrev,LocCnty,LocZone,DirFlo,LocTypeInd,Total_Design_Capacity,08/01/20,08/02/20,08/03/20,08/04/20,08/05/20,08/06/20,08/07/20,08/08/20,08/09/20,08/10/20,08/11/20,08/12/20,08/13/20,08/14/20,08/15/20,08/16/20,08/17/20,08/18/20,08/19/20,08/20/20,08/21/20,08/22/20,08/23/20,08/24/20,08/25/20,08/26/20,08/27/20,08/28/20,08/29/20,08/30/20,08/31/20
"	75662",GOLDEN TRIANGLE STORAGE D73662/R73663,TX,ORANGE,WLA,B,STR,"508,500","144,907",161344,191464,124907,145691,124907,150661,134907,134907,195821,124907,124907,124907,124907,124906,124907,124907,24225,15700,0,0,12060,18367,10000,3750,0,0,0,0,0,0
"	75672","FLORIDA GAS - KROTZ SPRINGS, LA (D71672/R76672)",LA,ST LANDRY,ELA,B,INT,"508,500", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	75688",REGENCY GAS - BIENVILLE PA. LA-(D72688/R76688),LA,BIENVILLE,ETX,B,INT,"634,000", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	75709",UGI - LNG TEMPLE (BI-DIR 73709/76709),PA,BERKS,3,B,LNG,"634,000", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	75720","NATIONAL FUEL-HOLBROOK GREENE CO., PA (D73720/R76720)",PA,GREENE,2,B,INT,"500,000","141,223",141223,141209,141056,132298,131357,141276,141242,141242,140972,130364,94630,94409,94388,114768,114782,114813,109519,110490,110490,110490,98267,98893,98893,110490,110490,110490,110490,110489,110489,110490
"	75773",MOSS BLUFF GAS STRG-CHAMBERS CO. TX-(D7277,TX,CHAMBERS,STX,B,STR,"500,000","169,425",142577,137577,76353,102979,98204,125693,128720,161030,101955,36160,34780,24918,334,37763,46073,65874,500,1970,69000,500,22198,35500,30500,121592,500,52558,42963,31756,2998,80810
"	75778","ATMOS TEXAS - LONE STAR GAS  - WALLER, TX-(D72778/R76778)",TX,WALLER,STX,B,INT,"17,124", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	75821","DTI - N. SUMMIT STORAGE - FAYETTE CO., PA (D72821/R72822)",PA,FAYETTE,2,B,STR,"17,124","40,298",40298,26298,26298,25649,25298,15298,15298,15298,15298,7649,7649,7649,28298,28298,28298,15298,15298,15443,15298,15298,15298,15298,15298,0,0,0,0,0,15298,0
"	75858","COPANO PIPELINE - MONTGOMEREY CO., TX (D72858/R76858)",TX,MONTGOMERY,STX,B,INT,"230,141", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	75865","THREE RIVERS PIPELINE CO. - INDIANA CO., PA (D7286",PA,INDIANA,3,B,INT,"90,979", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239916,239154,164489,241277,239988,239916,240804,240102,239259,244045,243644,243379,238896,239966
"	75866","CHENIERE LNG, BEAUREGARD PA,LA (D-73866/R-73566)",LA,BEAUREGARD,WLA,B,LNG,"682,597","239,738",239738,244738,244925,181048,244931,244973,239738,239738,220475,230724,226711,225320,225207,220585,220892,224772,140000,144700,130000,170000,231500,231500,364904,438762,239259,244045,243644,243379,238896,239966
"	75868",DTI - CRAYNE REC- (REC72868/DEL76868),PA,GREENE,2,B,INT,"682,597","321,901",316201,313082,313131,319815,331913,265483,265483,265483,265483,298131,298577,315415,320335,359021,357465,356881,175239,257674,190283,220544,247529,214604,243389,93444,154623,164870,120843,277935,281330,452663
"	75872","CENTANA INTRA P/L, STORAGE - JEFFERSON, CO. (72872",TX,JEFFERSON,STX,B,INT,"759,000", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	75884","EQT QVC STEIGER RIDGE ROAD, MONROE CO, OH (D73884/R73885)",OH,MONROE,2,B,INT,"759,000", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	75891",GULF SOUTH/COASTAL BEND DELIVERY CR 206 (D-73891/R76891),TX,JACKSON,STX,B,INT,"300,000","93,885",93885,93885,80900,73500,68700,82700,86500,86500,86500,95498,89500,87253,84000,112600,112600,112600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	75897","PEOPLES GAS - BEAVER RUN ROAD, DELMONT, PA (R 76897/D 73897)",PA,WESTMORELAND,2,B,LDC,"300,000", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	75917",TETLP/POMELO INTERCONNECT WITH VCP (DEL 73916/REC 73917),TX,NUECES,STX,B,INT,"282,304",427,427,427,0,0,0,56639,29959,9265,24571,38994,0,25438,17404,9413,9414,25803,10000,5000,0,10000,0,30473,0,0,0,0,39319,21709,31754,0
"	75919","TRANSCO - BELLE MEADE, NJ (D70919/R76919)",NJ,SOMERSET,3,B,INT,"282,304", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60685,60069,65985,60685,78941,85000,79661,84461,60685,82049,66971,51821,45866,85000
"	75931",DTI - LEIDY STORAGE (D70931/R76931),PA,CLINTON,3,B,STR,"195,925", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187057,92235,8092,88347,199755,203212,267004,273410,233258,216096,127656,50503,15925,87982
"	75977","NATIONAL FUEL - CLINTON,PA (72977-D,72978-R)",PA,CLINTON,3,B,INT,"195,925", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	76025","ATMOS ENERGY, TN (B/D 73025)",TN,WILLIAMSON,1,R,WHD,"338,107", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,-2917,131,131,279,279,279,-526,-342,-2577,-135,-2738,-1870,279
"	76087","ALGONQUIN - LAMBERTVILLE, NJ (RECEIPT)",NJ,HUNTERDON,3,R,INT,"338,107",-215,131,131,-1248,-2276,-3869,131,131,131,131,36,131,131,131,131,131,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	76298","EAST TENNESSEE GAS - MT. PLEASANT,TN-REC (B/D71298)",TN,GILES,1,R,INT,"13,432", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	76543",WC BLK 543,LA,WEST CAMERON-SOUTH,WLA,D,INT,"13,433",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	76580","SOUTHCROSS MISSISSIPPI PIPELINE, LP- HINDS, MS - DEL (B/D 7",MS,HINDS,ELA,R,INT,"358,163", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43026,52026,77065,52291,32256,30256,17422,901,301,301,1501,1301,3801,5291
"	76594",WC 594,LA,WEST CAMERON-SOUTH,WLA,D,INT,"358,163",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	76609","WILLIAMS ENERGY LLC - LAFOURCHE PSH., LA-REC",LA,LAFOURCHE,ELA,R,WHD,"147,356", -   ,0,0,0,0,0,0,104899,121755,121755,27972,24408,26410,40774,70997,70997,86521,6000,6000,6000,14257,16000,16000,16000,15901,6000,16000,6000,6000,6000,6000
"	76671","PEOPLES NAT - RAGER MOUNTAIN, PA (REC.)",PA,CAMBRIA,3,R,WHD,"147,356","6,000",6000,6000,6000,4470,11138,6520,15914,16000,16000,9022,6000,6000,15865,6000,6000,16000,445270,497554,430843,433306,361807,381253,438551,509418,437584,490429,473915,440047,461852,702366
"	76840",AGT TO TE HANOVER,NJ,MORRIS,3,R,INT,"198,895","396,804",417437,456629,455730,451614,483048,483530,398745,415395,477774,488609,465034,458488,408186,414155,387036,399899,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	76865","EQT PENNVIEW, INDIANA CO., PA - REC (B/D 72865)",PA,INDIANA,3,R,OTH,"198,895",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	76890","LOUISIANA INTRASTATE GAS - IBERVILLE PSH.,LA - REC",LA,IBERVILLE,ELA,R,INT,"145,084", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86465,70371,50131,27516,65217,53449,-15865,12560,12951,15372,19921,81331,77564,77996
"	76903","ANR, DEL- GLEN KARN, OH",OH,DARKE,2,D,INT,"145,084","69,091",57527,80008,88347,84875,86350,84412,97295,89546,42625,21514,48402,49808,13502,85860,85360,90974,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	76910","DOMINION ENERGY TRANSMISSION, INC - LEBANON, WARREN CO, OH",OH,WARREN,2,R,INT,"673,210", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392325,480933,418889,401877,344468,364805,401496,497152,421415,484013,443573,430654,451354,692459
"	78200",AGT MAINLINE (NJ-NY),NY,ROCKLAND,3,R,INT,"673,210",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	78201",MAHWAH,NJ,BERGEN,3,R,INT,"624,730","382,072",401748,433719,435446,421932,475549,470963,389316,406333,466446,468566,453339,434987,397383,406362,377294,389942,67730,33156,28156,43156,28156,28156,47356,23156,33156,23156,48156,23156,23156,23156
"	78214",RAMAPO,NY,ROCKLAND,3,R,INT,"624,730","28,156",28156,33856,33256,44156,23156,28334,23156,23156,23156,31956,23756,37486,23156,23156,23156,23156,155569,168684,153292,151108,154950,197868,227375,238529,186176,198957,181048,135053,135192,236726
"	79023",DELMARVA- FOR NOMINATIONS PURPOSES,PA,CHESTER,3,R,END,"111,451",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79033","ASSOC. NATURAL - BENTON, MO",MO,NO COUNTY NAME,1,D,END,"111,451",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79037",HEAD OF FREEHOLD LATERAL - MAINLINE,NJ,MIDDLESEX,3,D,STA,"601,958","205,953",205753,176010,165165,200842,190435,180518,182241,183141,226828,250325,249679,197039,209793,207798,208698,210957,155569,168684,153292,151108,154950,197868,226996,238529,186669,198957,183116,135053,135192,166495
"	79039",DYNEGY FAYETTE LATERAL,PA,FAYETTE,2,D,STA,"601,958","102,183",105796,102183,108128,113264,119907,114067,104245,112073,112073,124544,114847,114847,103020,105644,105644,105644,59999,59999,107999,59999,59999,59999,59999,59999,71849,59999,59999,56999,50000,50000
"	79040",DYNEGY HANGING ROCK LATERAL,OH,SCIOTO,2,D,STA,"101,087","69,667",69667,69667,59999,59999,59999,59999,76743,73498,76743,99667,73282,65110,59999,59999,59999,59999,96584,68987,139131,90092,116016,125896,106839,89206,79855,93082,82201,73089,67485,65336
"	79041","T & F EXPLORATION, LP. ACCT. POINT - REC FOR 72533",PA,SOMERSET,2,R,STA,"83,953",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79044","SLIGO GAS PLANT, LA - ACCOUNTING POINT",LA,BOSSIER,ETX,D,STA,"712,000",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79046",STRATTON RIDGE EXTENSION (MAINLINE),TX,BRAZORIA,STX,D,STA,"508,500",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79047",STRATTON RIDGE EXTENSION (LATERAL),TX,BRAZORIA,STX,R,STA,"862,202",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79050",OHIO PIPELINE ENERGY NETWORK (MAINLINE),OH,JEFFERSON,2,R,STA,"862,202","38,023",38023,38023,65833,183369,87704,53035,92025,101425,116792,103427,81535,82300,127358,138123,145270,128016,84300,66000,137090,87000,97208,97319,98997,57000,47687,60700,79000,69900,64498,62300
"	79051",OHIO PIPELINE ENERGY NETWORK (LATERAL),OH,JEFFERSON,2,D,STA,"266,479","35,000",35000,35000,62800,181200,84671,50000,89000,98400,114000,72473,78744,82300,110100,126000,131000,111000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	79073","SHELL OFFSHORE, WD 143, -LAO",LA,WEST DELTA-SOUTH,ELA,D,STA,"266,479",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79108","LATERAL 10-S - RELIANT ENERGY - CHOCTAW CO., MS",MS,CHOCTAW,1,R,OTH,"508,500", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	79109","LATERAL 10-S - RELIANT ENERGY - CHOCTAW CO., MS - MAINLINE",MS,CHOCTAW,1,D,STA,"508,500", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,3775,5000,5000,0,0,0,0,0,0,588,0,0,0
"	79113",LATERAL 10-R - DENA WASHINGTON CO. POWER PLANT,OH,WASHINGTON,2,R,OTH,"508,500", -   ,0,0,0,0,0,0,0,0,0,0,10,5000,3408,2500,5000,5000,50519,49294,50519,50519,45519,45519,45519,45519,45519,45519,46107,45519,45519,45519
"	79114",LATERAL 10-R - DENA WASHINGTON CO. POWER PLANT - MAINLINE,OH,WASHINGTON,2,D,OTH,"508,500","45,519",45519,45519,45519,45519,45519,45519,45519,45519,45519,45519,45529,50519,48927,48019,50519,50519,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	79117",LINE 24 - LEIDY LINE,PA,CLINTON,3,R,STA,"70,000",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79119",LINE 24 - LEIDY LINE - MAINLINE,PA,CLINTON,3,D,STA,"70,000",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79122",LATERAL 2-V - RELIANT ENERGY HUNTERSTOWN,PA,ADAMS,3,R,STA,"396,000", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34972,30000,30000,36190,34890,36390,36390,36390,36390,36390,36390,36390,36390,36390
"	79123",LATERAL 2-V - RELIANT ENERGY HUNTERSTOWN - MAINLINE,PA,ADAMS,3,D,OTH,"396,000","36,389",36389,36389,36390,36390,36390,36390,36390,36390,36390,36390,36390,36390,36390,30305,30305,30305,111952,107636,107922,115152,112438,112438,112438,107936,112634,114493,114493,107153,114153,107153
"	79140",LATERAL 10-T - DYNEGY FAYETTE - MAINLINE,PA,FAYETTE,2,D,STA,"74,422","102,183",105796,102183,108128,113264,119907,114067,104245,112073,112073,124544,114847,114847,103020,105644,105644,105644,59999,59999,107999,59999,59999,59999,59999,59999,71849,59999,59999,56999,50000,50000
"	79141",LATERAL 10-U - DYNEGY HANGING ROCK - MAINLINE,OH,SCIOTO,2,D,STA,"74,422","69,667",69667,69667,59999,59999,59999,59999,76743,73498,76743,99667,73282,65110,59999,59999,59999,59999,103344,103373,100568,103092,105592,104592,105830,105145,95202,100667,100108,102606,104678,112092
"	79144",PHILADELPHIA LATERAL,PA,CHESTER,3,D,STA,"884,388","105,249",104871,103125,104001,95002,101491,109092,103592,103592,98519,102577,103645,105670,98030,97118,95592,100592,0,180,0,0,0,0,0,0,1400,0,0,0,0,0
"	79145",CHESTER LATERAL,PA,DELAWARE,3,D,STA,"884,388",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79146",CHESTER LATERAL - MAINLINE,PA,DELAWARE,3,D,STA,"70,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79147",IRONWOOD LATERAL,PA,LEBANON,3,R,STA,"73,456", -   ,0,0,0,0,132,339,397,372,210,0,0,0,0,0,0,14000,29679,38974,34626,29679,76278,59358,39572,49465,72402,31658,0,0,0,0
"	79148",FREEHOLD LATERAL,NJ,MIDDLESEX,3,R,STA,"210,772",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79149",ACCIDENT LATERAL,PA,FAYETTE,2,D,STA,"280,000",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79152",HOT SPRING LATERAL (MAINLINE),AR,HOT SPRING,ETX,D,STA,"549,003", -   ,0,0,0,0,0,0,21765,30612,56885,78601,48016,54941,45048,39706,24767,18139,29679,38974,34626,29679,76278,59358,39572,49465,72402,31658,0,0,0,0
"	79153",HEAD OF HOT SPRING LATERAL,AR,HOT SPRING,ETX,R,STA,"97,571", -   ,0,0,0,0,0,0,21765,30612,56885,78601,48016,54941,45048,39706,24767,18139,350394,332286,330217,340769,377401,366036,396570,353664,320332,374403,365079,345072,322798,344081
"	79154",DOWNSTREAM LINDEN BALANCING POINT,NJ,UNION,3,D,STA,"417,875",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79166",DCP ACCOUNTING POINT,TX,LAVACA,STX,R,STA,"76,328",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79263",DENA VERMILLION PLANT DELIVERY POINT,IN,VERMILLION,2,D,END,"1,305,276",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79501",STX SERVICE POINT,TX,JEFFERSON,STX,R,PPT,"65,618",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79502",ETX SERVICE POINT,TX,SAN JACINTO,ETX,R,PPT,"745,736",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79503",WLA SERVICE POINT,LA,CALCASIEU,WLA,R,PPT,"518,897",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79504",ELA SERVICE POINT,LA,ST LANDRY,ELA,R,PPT,"734,278",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79505",ZONE M1 24  SERVICE POINT,AR,PULASKI,1,R,PPT,"734,278",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79506",ZONE M1 30  SERVICE POINT,MS,ATTALA,1,R,PPT,"2,234,333",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79507",ZONE M2 24  SERVICE POINT,OH,NOBLE,2,R,PPT,"630,855",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79508",ZONE M2 30  SERVICE POINT,PA,WESTMORELAND,2,R,PPT,"267,304",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79509",ZONE M3  SERVICE POINT,PA,INDIANA,3,R,PPT,"288,920",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79511",ZONE M1 STORAGE POINT,IL,WHITE,1,D,STR,"6,335,806",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79512",ZONE M2 STORAGE POINT,PA,WESTMORELAND,2,D,STR,"550,000",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79513",ZONE M3 STORAGE POINT,PA,JUNIATA,3,D,STR,"228,079",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79514",TETCO SYSTEM BALANCE POINT,PA,JUNIATA,3,D,VIR,"2,167,399",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	79515",SS-1 STORAGE SERVICE,PA,WESTMORELAND,2,D,STR,"125,000",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
