Loc,Loc Name,Loc St Abbrev,Loc Cnty,Loc Zone,Dir Flo,Loc Stat Ind,Loc Type Ind,Eff Date,Inact Date,TSP,TSP Name,TSP FERC CID,Update D/T,Up/Dn Ind,Up/Dn Name,Up/Dn ID,Up/Dn ID Prop,Up/Dn FERC CID Ind,Up/Dn FERC CID,Up/Dn Loc,Up/Dn Loc Name
71825,"ANR P/L CO. - FRENCH LICK, IN",IN,ORANGE,2,R,A,INT,"	19811203",,"	007932908","Texas Eastern Transmission, LP",C000094,20200825 15:16:53,Y,ANR PIPELINE COMPANY,"	006958581",,Y,C000623,"	4421",FRENCH LICK/TEXAS EASTERN
71841,"OHIO INTRASTATE ENERGY, LLC  (FORD) - BUTLER CO., OH",OH,BUTLER,2,D,A,LDC,"	19800701",,"	007932908","Texas Eastern Transmission, LP",C000094,20200805 12:25:16,Y,"OHIO INTRASTATE ENERGY, LLC","	","	0000028198",N,,,
71862,"BRITANCO, LLC - #1D GOREE, BEE CO., TX",TX,BEE,STX,R,A,WHD,"	19790421",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:23,Y,"BRITANCO, LLC","	","	0000027340",N,,,
71887,"BRITLIND OIL, LLC. - #1 BROWN, ST.LANDRY PSH., LA",LA,ST LANDRY,WLA,R,I,WHD,,"	20200120","	007932908","Texas Eastern Transmission, LP",C000094,20200120 10:35:14,Y,"BRITLIND ENERGY, LLC","	","	0000030499",N,,,
71888,"HENRY MILLER #1-ACCIDENT, MD",MD,GARRETT,2,R,A,WHD,"	19930601",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:45,N,,"	",,N,,,
71889,"MAGNUM PRODUCING, LP - #1 KEAN, PT. COUPEE PSH., LA",LA,POINTE COUPEE,ELA,R,I,WHD,,"	20180129","	007932908","Texas Eastern Transmission, LP",C000094,20200826 00:59:29,Y,"MAGNUM PRODUCING, LP","	","	0000028637",N,,,
71963,"SCORPION OIL&GAS, LLC-#1 FAULKNER - PONTOTOC, MS",MS,PONTOTOC,1,R,A,WHD,"	19830620",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:23,Y,SCORPION OIL & GAS,"	","	0000030893",N,,,
71964,"ENBRIDGE PIPELINES (EAST TEXAS) LP -LONGVIEW/GREGG CO., TX",TX,GREGG,ETX,R,A,INT,"	19830216",,"	007932908","Texas Eastern Transmission, LP",C000094,20200727 16:20:35,Y,MIDCOAST PIPELINES (EAST TEXAS) L.P.,"	","	0000030810",Y,C001125,"	1015464",TET LONGVIEW
71987,"UGI UTIL - (GRANTVILLE) HERSHEY, PA",PA,LEBANON,3,D,A,LDC,"	19931215",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:43,Y,"UGI UTILITIES, INC.","	799376595",,Y,C008951,"	",
71993,"CIN GAS & ELEC -BUTLER CO., OH",OH,BUTLER,2,D,A,LDC,"	19810120",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:26,Y,"COLUMBIA GAS TRANSMISSION, LLC","	054748041",,Y,C000306,"	C31",TRENTON-6
72004,"PECO ENERGY - PLANEBROOK CHESTER CO., PA",PA,CHESTER,3,D,A,LDC,"	19811112",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:44,Y,PECO ENERGY COMPANY,"	007914468",,N,,,
72026,"NGO (MILLER) - BUTLER CO., OH",OH,BUTLER,2,D,A,LDC,"	19811203",,"	007932908","Texas Eastern Transmission, LP",C000094,20200805 11:51:18,Y,NATIONAL GAS & OIL COOPERATIVE,"	001053560",,N,,,
72035,"#2 OAKLAND / CASS, TX  (RECEIPT)",TX,CASS,ETX,R,I,WHD,,"	20171116","	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:12,Y,PEGASI OPERATING INC.,"	","	0000030030",N,,,
72080,"GREAT LAKES ENERGY PARTNERS.- #1 TEX. GULF-CENTRE CO., PA",PA,CENTRE,3,R,A,WHD,"	19820112",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:40,Y,"RANGE RESOURCES - APPALACHIA,  LLC","	114534337",,N,,,
72103,"WELDER EXPLORATION&PRODUCTION- #1 YOUNG, BEE CO., TX",TX,BEE,STX,R,I,WHD,,"	20190930","	007932908","Texas Eastern Transmission, LP",C000094,20190930 08:20:34,Y,"WELDER EXPLORATION & PRODUCTION, INC","	","	0000012943",N,,,
72131,"MARSHALL EXPLORATION - #1 RESCH / HARRISON CO., TX  (REC)",TX,HARRISON,ETX,R,A,WHD,"	19820602",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,PATARA ANDOVER I LLC,"	","	0000030081",N,,,
72135,RENAISSANCE OFFSHORE,OF,VERMILLION,WLA,R,I,WHD,,"	20190801","	007932908","Texas Eastern Transmission, LP",C000094,20190814 09:20:17,Y,RENAISSANCE OFFSHORE LLC,"	","	0000030249",N,,,
72137,FIELDWOOD ENERGY - WD 86,OF,WEST DELTA,ELA,R,I,WHD,,"	20190913","	007932908","Texas Eastern Transmission, LP",C000094,20190913 10:20:18,Y,"SPN RESOURCES, LLC","	","	0000027616",N,,,
72138,FIELDWOOD ENERGY  SP 89-B,LA,OFFSHORE,ELA,R,A,WHD,"	19820709",,"	007932908","Texas Eastern Transmission, LP",C000094,20200319 15:20:22,Y,FIELDWOOD ENERGY LLC,"	068663836",,N,,,
72158,"AVERY GAS - CHICKSAW CO., MS",MS,CHICKASAW,1,R,A,WHD,"	19870410",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,HOLLEMAN & PARKS,"	","	0000005724",N,,,
72172,"MAR. OIL -MURPHREE -MONROE, MS",MS,MONROE,1,R,A,WHD,"	19870413",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,GIBRALTAR ENERGY CO,"	","	0000014712",N,,,
72185,DEWBRE PETROLEUM/ALLEN EAST A,TX,KLEBERG,STX,R,A,WHD,"	19930226",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,DEWBRE PETROLEUM CORP,"	","	0000022464",N,,,
72187,"GULF SOUTH PIPELINE COMPANY, LP - RACELAND, LA",LA,LAFOURCHE,ELA,D,A,INT,"	19870528",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,"GULF SOUTH PIPELINE COMPANY, LP","	078444247",,Y,C000591,"	8455",RACELAND (FROM TEXAS EASTERN)
72190,"KENNETT - DUNKLIN CO., MO",MO,DUNKLIN,1,D,A,LDC,"	19841130",,"	007932908","Texas Eastern Transmission, LP",C000094,20200316 14:53:42,Y,"KENNETT, MISSOURI, CITY OF","	020370920",,N,,,
72206,"CYPRESS GAS PIPELINE CO.- W. BATON ROUGE PSH., LA",LA,WEST BATON ROUGE,ELA,D,A,INT,"	19830321",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,ACADIAN GAS PIPELINE SYSTEM,"	","	0000000010",Y,C000932,"	C804",TE - WEST BATON ROUGE
72210,"NEW JERSEY NATURAL - JAMESBURG, NJ",NJ,MIDDLESEX,3,D,A,LDC,"	19830203",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:46,Y,NEW JERSEY NATURAL GAS COMPANY,"	061843553",,N,,,
72222,"DEWBRE PETROLEUM-VALDERAS #1 /  HIDALGO COUNTY, TX  (REC)",TX,HIDALGO,STX,R,I,WHD,,"	20190930","	007932908","Texas Eastern Transmission, LP",C000094,20190930 10:20:29,Y,DEWBRE PETROLEUM CORP,"	","	0000022464",N,,,
72248,"ENTERPRISE TEXAS PIPELINE LLC - LAVACA COUNTY, TX  (REC)",TX,LAVACA,STX,R,A,INT,"	19811221",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,ENTERPRISE TEXAS PIPELINE LLC,"	","	0000028779",Y,C000924,"	554109",TETCO PROVIDENCE CITY
72249,"TRI-UNION DEV. CORP.-#1 WRIGHT /  GOLIAD COUNTY, TX  (REC)",TX,GOLIAD,STX,R,A,WHD,"	19820117",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,JAMES L. NELSON,"	","	0000029125",N,,,
72252,"#1 DAVIS /  CASS COUNTY, TX  (REC)",TX,CASS,ETX,R,I,WHD,,"	20170412","	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:11,Y,PEGASI OPERATING INC.,"	","	0000030030",N,,,
72263,"PUBLIC SERVICE - WOODBRIDGE,NJ",NJ,MIDDLESEX,3,D,A,LDC,"	19840816",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:48,Y,PUBLIC SERVICE ELECTRIC AND GAS COMPANY (NJ),"	006973812",,N,,,
72266,"GULF COAST PIPELINE COMPANY - #1 MINARCIK/ COLORADO CO., TX",TX,COLORADO,STX,R,A,WHD,"	19830709",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,GULF COAST PIPELINE COMPANY,"	","	0000028252",N,,,
72295,"VERNON E. FAULCONER, INC.- #1 STEWART, KENEDY CO., TX (REC)",TX,KENEDY,STX,R,A,WHD,"	19831222",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,"VERNON E. FAULCONER, INC.","	139549646",,N,,,
72307,"JEEMS BAYOU - #1 CALHOUN /  DESOTO PSH., LA",LA,DE SOTO,ETX,R,A,WHD,"	19840326",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,"TEXLA ENERGY MANAGEMENT, INC.","	884961244",,N,,,
72309,"CHAPARRAL ENERGY, L.L.C. -   #1 HESTER, GOLIAD CO., TX",TX,GOLIAD,STX,R,I,WHD,,"	20191008","	007932908","Texas Eastern Transmission, LP",C000094,20191008 13:20:31,Y,RAM ENERGY LLC,"	","	0000030250",N,,,
72319,"ENERGY XXI GOM, LLC-SP 93",OF,SOUTH PASS,ELA,R,A,WHD,"	19840608",,"	007932908","Texas Eastern Transmission, LP",C000094,20190731 09:35:20,Y,"ENERGY XXI GOM, LLC","	","	0000029387",N,,,
72337,"SCORPION OIL&GAS, LLC",MS,PONTOTOC,1,R,A,WHD,"	19840401",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,SCORPION OIL & GAS,"	","	0000030893",N,,,
72367,"MISS. VALLEY GAS - HINDS CO., MS",MS,HINDS,ELA,D,A,INT,"	19851115",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,ATMOS ENERGY CORPORATION,"	159717263",,Y,C003008,"	72367",HINDS CO. #1
72377,"SENECA RESOURCES - #1 GARZA, HIDALGO CO., TX",TX,HIDALGO,STX,R,A,WHD,"	19841031",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,MAGNUM ENGINEERING COMPANY,"	","	0000008298",N,,,
72382,"HOUSTON PIPE LINE CO.-ENERFIN LYONDELL SYS./ HARRIS CO., TX",TX,HARRIS,STX,D,A,INT,"	19820610",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,HOUSTON PIPE LINE COMPANY LP,"	770025609",,Y,C001003,"	0984039",TETCO/HPL ENERFIN
72395,"ENTERGY SABINE POWER STATION - ORANGE CO., TX",TX,ORANGE,WLA,D,A,INT,"	19850116",,"	007932908","Texas Eastern Transmission, LP",C000094,20200825 15:20:44,Y,"ENTERGY TEXAS, INC.","	801261053",,N,,,
72405,"PECO ENERGY - HATFIELD, PA",PA,MONTGOMERY,3,D,A,LDC,"	19870123",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:33,Y,PECO ENERGY COMPANY,"	007914468",,N,,,
72428,"SOMERSET GAS - CASEY CO., KY",KY,CASEY,2,R,A,WHD,"	19850626",,"	007932908","Texas Eastern Transmission, LP",C000094,20200319 10:54:03,Y,SOMERSET GAS SERVICE,"	","	0000005335",N,,,
72451,"WILMAR PIPELINE, INC.  - #1 DUNCAN SLOUGH, MATAGORDA CO., T",TX,MATAGORDA,STX,R,A,WHD,"	19850510",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,WILMAR PIPELINES INC,"	150431013",,N,,,
72457,"GMT GAS MARKETING - #1 VAL HOLTZ, DEWITT CO., TX (REC)",TX,DE WITT,STX,R,I,WHD,,"	20160623","	007932908","Texas Eastern Transmission, LP",C000094,20200827 13:12:53,Y,"GMT, INC.","	","	0000006834",N,,,
72458,"TRACY PRODUCTION CO. - #1 FULTON FULLER, NACOGDOCHES CO., T",TX,NACOGDOCHES,ETX,R,A,WHD,"	19850917",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,AETHON ENERGY OPERATING LLC,"	","	0000030483",N,,,
72476,"BOWLES PROPERTIES - #1 CHERRY /  RUSK COUNTY, TX",TX,RUSK,ETX,R,I,WHD,,"	20181130","	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:07,Y,BOWLES PROPERTIES,"	","	0000027124",N,,,
72499,"NORAM - BALD KNOB - WHITE, AR",AR,WHITE,1,R,A,INT,"	19860619",,"	007932908","Texas Eastern Transmission, LP",C000094,20200316 15:08:54,Y,"ENABLE GAS TRANSMISSION, LLC","	872670161",,Y,C000544,"	803955",TET@BALD KNOB DISP VP
72514,"GIBRALTAR ENERGY COMPANY - CLAY CO., MS",MS,CLAY,1,R,A,WHD,"	19860502",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,FLETCHER PETROLEUM CORP.,"	","	0000030151",N,,,
72525,"HOWELL OIL & GAS, INC. - GOOCH-GANT FIELDS CP, HARRISON CO.",TX,HARRISON,ETX,R,A,WHD,"	19851123",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,NFR ENERGY LLC,"	","	0000028899",N,,,
72533,"T & F EXPLORATION, LP., MM - SOMERSET CO., PA",PA,SOMERSET,2,D,A,LDC,"	19860701",,"	007932908","Texas Eastern Transmission, LP",C000094,20200521 11:42:51,Y,"T&F EXPLORATION, LP","	035421606",,N,,,
72536,"KENTUCKY ENERGY - METCALFE, KY",KY,METCALFE,2,D,A,LDC,"	19860627",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:24,Y,BURKESVILLE GAS CO,"	","	0000014784",N,,,
72554,"BG PARTNERS,LLC - #1 SANNER, SOMERSET CO., PA",PA,SOMERSET,2,R,I,WHD,,"	20170621","	007932908","Texas Eastern Transmission, LP",C000094,20180403 14:20:25,Y,CONSOL GAS COMPANY,"	","	0000029291",N,,,
72566,"AMERICAN MIDSTREAM -TENN INTRASTATE  COLBERT CO., AL",AL,COLBERT,1,D,A,INT,"	19861110",,"	007932908","Texas Eastern Transmission, LP",C000094,20200316 13:41:56,Y,"BBT ALATENN, LLC","	","	0000030950",Y,C001023,"	10139",TETCO TO ALATENN
72568,"ENABLE GAS TRANSMISSION  WEST MONROE, LA",LA,OUACHITA,ELA,R,A,INT,"	19870506",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,"ENABLE GAS TRANSMISSION, LLC","	872670161",,Y,C000544,"	805225",TETCO W MONROE CORE REC
72571,"UGI UTIL (COLUMBIA GAS) - BALLY, PA",PA,BERKS,3,D,A,LDC,"	19871021",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:45,Y,"UGI UTILITIES, INC.","	799376595",,Y,C008951,"	",
72580,"SOUTHCROSS MISSISSIPPI PIPELINE, LP- HINDS, MS - DEL (B/D 7",MS,HINDS,ELA,D,A,INT,"	19870904",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,THIRD COAST MISSISSIPPI LLC,"	117360182",,Y,C001029,"	012247",TEXAS EASTERN 10 MM PURCHASE/CUSTOD
72584,"WOODWARD MARKETING - SAN JACINTO COUNTY, TX",TX,SAN JACINTO,ETX,R,I,WHD,,"	20180319","	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:46:59,Y,"SALT CREEK PRODUCTION, INC.","	","	0000030475",N,,,
72587,"NRG - BIG CAJUN ELECTRIC, COUPEE PSH., LA",LA,POINTE COUPEE,ELA,D,A,END,"	19870330",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,CLECO CAJUN LLC,"	081124848",,N,,,
72594,"MHT -ENERGY MKTG. -MONROE, MS",MS,MONROE,1,R,A,WHD,"	19870520",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,MOON-HINES-TIGRETT OPER CO INC,"	","	0000005788",N,,,
72597,"ARKLA -MCRAE JUNCT. -WHITE, AR",AR,WHITE,1,D,A,LDC,"	19871001",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:15,Y,CENTERPOINT ENERGY RESOURCES CORP DBA CENTERPOINT ENERGY ARKANSAS GAS,"	006948210",,N,,,
72601,"ENTERPRISE TEXAS PIPELINE LLC - MATAGORDA COUNTY, TX  (REC)",TX,MATAGORDA,STX,R,A,INT,"	19870824",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,ENTERPRISE TEXAS PIPELINE LLC,"	","	0000028779",Y,C000924,"	14929",SSS TO TX EASTERN
72603,"KINDER MORGAN TEJAS (FROM TE) UPRIVER RD., NUECES CO",TX,NUECES,STX,D,A,INT,"	19870812",,"	007932908","Texas Eastern Transmission, LP",C000094,20200825 14:57:11,Y,KINDER MORGAN TEJAS PIPELINE LLC,"	879826576",,Y,C000434,"	30-2161-24",GOLDSTON ROAD CHECK #1
72604,"ENTERGY LOUISIANA,LLC BEAUREGARD PSH., LA",LA,BEAUREGARD,WLA,D,A,INT,"	19880715",,"	007932908","Texas Eastern Transmission, LP",C000094,20200825 15:19:52,Y,"ENTERGY LOUISIANA, LLC","	080021872",,N,,,
72614,"TRANSOK - OUACHITA PSH., LA",LA,OUACHITA,ELA,R,A,INT,"	19880121",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,"PELICO PIPELINE, LLC","	808668128",,Y,C000109,"	46-492002",TEXAS EASTERN #2614A
72616,"CANTIUM, LLC - MP 30",OF,MAIN PASS,ELA,R,A,WHD,"	19871211",,"	007932908","Texas Eastern Transmission, LP",C000094,20200804 17:21:39,Y,"CANTIUM, LLC","	","	0000030672",N,,,
72621,"WILLIAMS FIELD SERVICES  - DUVAL CO., TX",TX,DUVAL,STX,R,A,WHD,"	19880423",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,WEBB DUVAL GATHERERS,"	","	0000005643",N,,,
72626,"WING CORP - C.P., DEWITT COUNTY, TX (REC)",TX,DE WITT,STX,R,I,WHD,,"	20200106","	007932908","Texas Eastern Transmission, LP",C000094,20200106 13:35:19,Y,FOUNDATION ENERGY MANAGEMENT LLC,"	791378586",,N,,,
72636,"PECO ENERGY - MONTGOMERY CO., PA",PA,MONTGOMERY,3,D,A,LDC,"	19890205",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:45,Y,PECO ENERGY COMPANY,"	007914468",,N,,,
72637,COLUMBIA GAS - PICKAWAY CO. OH,OH,PICKAWAY,2,D,A,INT,"	19890630",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:28,Y,"COLUMBIA GAS OF OHIO, INC.","	004773586",,Y,C003905,"	72637",PICKAWAY
72648,"SO. IND. GAS & EL. -POSEY, IN",IN,POSEY,2,D,A,LDC,"	19881018",,"	007932908","Texas Eastern Transmission, LP",C000094,20200316 14:32:14,Y,SOUTHERN INDIANA GAS & ELECTRIC COMPANY,"	006937015",,N,,,
72649,"SUN R&M - PHILADELPHIA CO., PA",PA,PHILADELPHIA,3,D,A,END,"	19930501",,"	007932908","Texas Eastern Transmission, LP",C000094,20200316 14:34:56,Y,PHILADELPHIA ENERGY SOLUTIONS R&M LLC,"	078625328",,N,,,
72654,"BLUESTONE NATURAL RESOURCES, LLC- BONNE TERRE FIELD, MCMULL",TX,MC MULLEN,STX,R,A,WHD,"	19880122",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,COLUMBUS ENERGY LLC,"	","	0000030116",N,,,
72655,"ENTERPRISE TEXAS PIPELINE LLC - CALHOUN COUNTY, TX  (REC)",TX,CALHOUN,STX,R,I,INT,,"	20191008","	007932908","Texas Eastern Transmission, LP",C000094,20191008 11:20:31,Y,ENTERPRISE TEXAS PIPELINE LLC,"	","	0000028779",Y,C000924,"	14935",TOMCAT TO TX EASTERN
72664,"ITAWAMBA GAS -ITAWAMBA CO., MS",MS,ITAWAMBA,1,D,A,LDC,"	19890731",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,ITAWAMBA INDUSTRIAL GAS COMPANY,"	101806578",,N,,,
72668,"UNITED GAS & MINERALS - #1 GOFF, WHARTON COUNTY, TX",TX,WHARTON,STX,R,A,WHD,"	19890309",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,"GULFSTAR PROPERTIES, INC.","	","	0000027170",N,,,
72672,"LEBANON #2 - WILSON CO., TN",TN,WILSON,1,D,A,END,"	19891221",,"	007932908","Texas Eastern Transmission, LP",C000094,20200316 14:51:19,Y,"LEBANON, CITY OF","	069092351",,N,,,
72692,"ASSOCIATED NATURAL GAS INC. - WILKINSON CO., MS",MS,WILKINSON,ELA,R,A,WHD,"	19890222",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,"CENTERPOINT ENERGY FIELD SERVICES, LLC","	","	0000029436",N,,,
72694,"NCL NATURAL RESOURCES, LLC (EASTERN STATES EXPL)- CENTRE C",PA,CENTRE,3,R,A,WHD,"	19901027",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:40,Y,CAPITAL OIL & GAS INC,"	","	0000030574",N,,,
72697,"ODEGARD ENERGY - CHICKASAW, MS",MS,CHICKASAW,1,R,A,WHD,"	19891212",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,SCORPION OIL & GAS,"	","	0000030893",N,,,
72716,"ENTERPRISE TEXAS PIPELINE LLC HILDALGO COUNTY, TX (REC)",TX,HIDALGO,STX,R,I,INT,,"	20190930","	007932908","Texas Eastern Transmission, LP",C000094,20190930 09:35:15,Y,ENTERPRISE TEXAS PIPELINE LLC,"	","	0000028779",Y,C000924,"	811001",TETCO HARGILL 12IN
72718,SMITH OPER. (HARVEY BROYLE M.P. 0.00) - BIENVILLE PSH. LA,LA,BIENVILLE,ETX,R,A,WHD,"	19891118",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,"MINERAL VENTURES, INC.","	","	0000030442",N,,,
72723,"ABRAXAS PETROLEUM CORP.- TIPTON LEASE / GOLIAD CO., TX (REC",TX,GOLIAD,STX,R,I,WHD,,"	20190930","	007932908","Texas Eastern Transmission, LP",C000094,20200826 00:59:29,Y,"MAGNUM PRODUCING, LP","	","	0000028637",N,,,
72744,"RIO GRANDE ROYALTY CO., INC. - RIO GRANDE #1/HIDALGO CO., T",TX,HIDALGO,STX,R,A,WHD,"	19900714",,"	007932908","Texas Eastern Transmission, LP",C000094,20200827 13:12:52,Y,"RIO GRANDE ROYALTY COMPANY, INC.","	","	0000026711",N,,,
72745,"PECO ENERGY - COLLEGEVILLE, PA.",PA,MONTGOMERY,3,D,A,LDC,"	19921104",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:33,Y,PECO ENERGY COMPANY,"	007914468",,N,,,
72764,"NGPL SWEET LAKE - CAMERON PSH., LA",LA,CAMERON,WLA,R,A,INT,"	19900804",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,NATURAL GAS PIPELINE COMPANY OF AMERICA  LLC,"	006931794",,Y,C002096,"	3825",TET/NGPL SWEETLAKE CAMERON
72770,PEPL/TETCO (LEBANON LATERAL-TETCO CAPACITY),OH,WARREN,2,D,A,INT,"	19930601",,"	007932908","Texas Eastern Transmission, LP",C000094,20200825 17:28:53,N,,"	",,N,,,
72798,"HAMILTON, OH",OH,BUTLER,2,D,A,LDC,"	19911121",,"	007932908","Texas Eastern Transmission, LP",C000094,20200521 12:36:22,Y,"HAMILTON, OHIO CITY OF","	074679531",,N,,,
72803,"DOMINION EXPLORATION & PRODUCTION, INC.",PA,WESTMORELAND,2,R,I,WHD,,"	20160422","	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:36,Y,CONSOL GAS COMPANY,"	","	0000029291",N,,,
72808,"COMSTOCK RESOURCES -  #1 DESOTO - DESOTO PSH., LA",LA,DE SOTO,ETX,R,A,WHD,"	19910508",,"	007932908","Texas Eastern Transmission, LP",C000094,20200827 13:12:53,Y,COMSTOCK NATURAL GAS INC,"	","	0000017193",N,,,
72824,"MID LOUISIANA - W. FELECIANA PSH., LA",LA,WEST FELICIANA,ELA,D,A,INT,"	19910910",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,MID-LOUISIANA GAS CO (LA),"	057111270",,N,,,
72827,"CITY OF FULTON - ITAWAMBA CO., MS",MS,ITAWAMBA,1,D,A,LDC,"	19930121",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,"FULTON, CITY OF","	","	0000027011",N,,,
72828,"RBS GAS UTIL. - MACON CO., TN",TN,MACON,1,D,A,LDC,"	19910901",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:22,Y,"RBS GAS UTILITY, INC.","	832397715",,N,,,
72831,NORTHSTAR OFFSHORE- SOUTH PASS 86,OF,SOUTH PASS,ELA,R,A,WHD,"	19920529",,"	007932908","Texas Eastern Transmission, LP",C000094,20200826 17:10:15,Y,NORTHSTAR OFFSHORE VENTURES LLC,"	","	0000030624",N,,,
72834,"TALON ENERGY LLC-PAUL T RAY - LAFOURCHE PSH., LA",LA,LAFOURCHE,ELA,R,A,WHD,"	19911202",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,"TALON ENERGY, LLC","	","	0000028920",N,,,
72837,"MONUMENT PIPELINE, LP - HARRIS COUNTY, TX",TX,HARRIS,STX,R,I,INT,,"	20190930","	007932908","Texas Eastern Transmission, LP",C000094,20190930 08:35:21,Y,"MONUMENT PIPELINE, LP","	","	0000028419",N,,,
72848,"OZARK GAS - GREENE CO., AR",AR,GREENE,1,R,A,INT,"	19920929",,"	007932908","Texas Eastern Transmission, LP",C000094,20200316 15:29:59,Y,"OZARK GAS TRANSMISSION, L.L.C.","	618091672",,Y,C000090,"	21024",TETCO NORAK OMV(185503455)
72849,"ENI PETROLEUM US LLC - 365 MC, LA",OF,MAIN PASS,ELA,R,A,WHD,"	19920401",,"	007932908","Texas Eastern Transmission, LP",C000094,20200603 17:24:46,Y,ENI PETROLEUM US LLC,"	605981682",,N,,,
72855,"N.J. NATURAL - HEATER FUEL, JAMESBURG, NJ",NJ,MIDDLESEX,3,D,A,LDC,"	19920827",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:46,Y,NEW JERSEY NATURAL GAS COMPANY,"	061843553",,N,,,
72856,"ONALASKA WATER & GAS CORPORATION - POLK COUNTY, TX",TX,POLK,ETX,D,A,LDC,"	19920925",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,ONALASKA WATER SUPPLY,"	","	0000027935",N,,,
72857,"EXCHANGE OIL & GAS - WILKINSON CO., MS",MS,WILKINSON,ELA,R,A,WHD,"	19920509",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,"MARK L. SHIDLER,INC.","	","	0000027484",N,,,
72858,"COPANO PIPELINE - MONTGOMEREY CO., TX- DEL (B/D/76858)",TX,MONTGOMERY,STX,D,I,OTH,,"	20191023","	007932908","Texas Eastern Transmission, LP",C000094,20191023 07:20:31,Y,COPANO PIPELINES/UPPER GULF COAST LP,"	","	0000024799",N,,,
