Loc,Loc Name,Loc St Abbrev,Loc Cnty,Loc Zone,Dir Flo,Loc Stat Ind,Loc Type Ind,Eff Date,Inact Date,TSP,TSP Name,TSP FERC CID,Update D/T,Up/Dn Ind,Up/Dn Name,Up/Dn ID,Up/Dn ID Prop,Up/Dn FERC CID Ind,Up/Dn FERC CID,Up/Dn Loc,Up/Dn Loc Name
73306,RELIANT PWR PLT - PA - (73306),PA,ADAMS,3,D,A,END,"	20020401",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:42,Y,"KESTREL ACQUISITION, LLC","	","	0000030718",N,,,
73310,"SOUTH SHORE P/L (NE&T), NUECES CO., TX",TX,NUECES,STX,D,A,LDC,"	20020401",,"	007932908","Texas Eastern Transmission, LP",C000094,20200827 14:45:56,Y,SOUTH SHORE PIPELINE CO LLC,"	","	0000027003",N,,,
73311,"MME DESOTO PIPELINE, L.P. - AUSTIN CO. -- SEALY, TX (REC) -",TX,AUSTIN,STX,R,A,WHD,"	20011019",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,"OASIS PIPELINE, LP","	","	0000030504",Y,C001006,"	8153218",SPECTRUM PETERS DELIVERY
73313,"DEFS-GEODOMINION - BONORDEN #1 - LAVACA CO., TX",TX,LAVACA,STX,R,I,WHD,,"	20200108","	007932908","Texas Eastern Transmission, LP",C000094,20200108 07:20:28,Y,"DCP OPERATING COMPANY, LP","	","	0000030747",N,,,
73316,"HEADINGTON OIL-HUTCHINS PEARSON #1-WHARTON CO., TX   (REC)",TX,WHARTON,STX,R,A,WHD,"	20010910",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,LAYTON ENERGY INC,"	","	0000029353",N,,,
73318,LIBERTY ELEC-DEL.PA. - (73318),PA,DELAWARE,3,D,A,END,"	20011212",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:43,Y,"LIBERTY ELECTRIC POWER, LLC","	","	0000026271",N,,,
73322,"ARCADIA OPERATING - BEAUREGARD PSH., LA",LA,BEAUREGARD,WLA,R,I,WHD,,"	20190114","	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:05,Y,ARCADIA OPERATING LLC,"	","	0000030160",N,,,
73323,VENCO TAP - CONOCO,WV,MARSHALL,2,D,I,END,,"	20180103","	007932908","Texas Eastern Transmission, LP",C000094,20200827 13:12:52,Y,RAIN CII CARBON LLC,"	","	0000029410",N,,,
73324,"ASPECT ENERGY, LLC / #1 GRIGGS - BEAUREGARD PSH., LA",LA,BEAUREGARD,WLA,R,I,WHD,,"	20190930","	007932908","Texas Eastern Transmission, LP",C000094,20190930 11:20:25,Y,"COASTAL PLAINS EXPLORATION, LLC","	","	0000030163",N,,,
73325,ROLLING HILLS GENERATING LLC - (73325),OH,VINTON,2,D,A,END,"	20021218",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:28,Y,"ROLLING HILLS GENERATING, LLC","	064579779",,N,,,
73328,"PETROCHEM OPERATING / LOTT #1 - BOSSIER PARISH, LA (REC)",LA,BOSSIER,ETX,R,A,WHD,"	20011105",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,PETROCHEM OPERATING CO.,"	878520212",,N,,,
73329,"CGT/NISOURCE-KY - CLARK CO., KY",KY,CLARK,2,D,A,INT,"	20020101",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:25,Y,"COLUMBIA GAS TRANSMISSION, LLC","	054748041",,Y,C000306,"	C42",TETCON-RT89
73334,"WATERFORD PLANT - WASHINGTON CO., OH",OH,WASHINGTON,2,D,A,END,"	20020301",,"	007932908","Texas Eastern Transmission, LP",C000094,20200804 17:06:09,Y,"WATERFORD POWER, LLC","	080451579",,N,,,
73337,"TANOS EXPLORATION II,LLC.-RC HILL #1-NAC. CO/., TX.",TX,NACOGDOCHES,ETX,R,I,WHD,,"	20180629","	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:04,Y,"TANOS EXPLORATION II, LLC","	","	0000030340",N,,,
73338,SANTOSUSA CORP,TX,MATAGORDA,STX,R,A,WHD,"	20020301",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,GAITHER PETROLEUM CORP,"	","	0000023013",N,,,
73339,"ENTERGY MISSISSIPPI, LLC-CHOCTAW CO., MS",MS,CHOCTAW,1,D,A,END,"	20021201",,"	007932908","Texas Eastern Transmission, LP",C000094,20200825 15:20:17,Y,"ENTERGY MISSISSIPPI, LLC","	006964381",,N,,,
73341,"CIMA ENERGY LTD - GATH. SYSTEM / DEWITT CO., TX  (REC)",TX,DE WITT,STX,R,A,WHD,"	20020304",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,"CIMA ENERGY, LP","	945601599",,N,,,
73345,"DEFS/SANTA FE RANCH GATHERING - KLEBERG CO., TX (REC)",TX,KENEDY,STX,R,I,WHD,,"	20191023","	007932908","Texas Eastern Transmission, LP",C000094,20191023 07:35:16,Y,"DCP OPERATING COMPANY, LP","	","	0000030747",N,,,
73346,"DYNEGY FAYETTE LL, LLC  (DYNEGY FAYE)",PA,FAYETTE,2,D,A,END,"	20021201",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:34,Y,"DYNEGY FAYETTE II, LLC","	118028500",,N,,,
73348,"TREMONT DELIVERY, ITAWAMBA CO., MS",MS,ITAWAMBA,1,D,A,LDC,"	20020901",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,TREMONT NATURAL GAS SYSTEM,"	","	0000027238",N,,,
73349,"DYNEGY HANGING ROCK II, LLC",OH,SCIOTO,2,D,A,END,"	20021201",,"	007932908","Texas Eastern Transmission, LP",C000094,20200623 09:20:31,Y,"DYNEGY HANGING ROCK II, LLC","	118028039",,N,,,
73350,CANTON MUNICIPAL UTILITIES,MS,MADISON,ELA,D,A,LDC,"	20030301",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,CANTON MUNICIPAL UTILITIES,"	","	0000027292",N,,,
73355,"GRAYSON HILL FARMS-METHANE POWER-SALINE CO., IL",IL,SALINE,1,R,A,WHD,"	20030401",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:21,Y,"GRAYSON HILL ENERGY,LLC","	","	0000027412",N,,,
73362,"SUEMAUR E&P-PEDRAZA #1 - HIDALGO CO., TX (REC)",TX,HIDALGO,STX,R,A,WHD,"	20030212",,"	007932908","Texas Eastern Transmission, LP",C000094,20200804 17:22:37,Y,MARWELL PETROLEUM LIMITED PARTNERSHIP,"	","	0000030185",N,,,
73364,"BRAMMER-BROWDER GATHERING-SAN JACINTO CO., TX (REC)",TX,SAN JACINTO,STX,R,A,WHD,"	20030212",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,"BRAMMER ENGINEERING, INC.","	069736239",,N,,,
73379,"EAST KENTUCKY POWER CO-OP-CLARK CO., KY",KY,CLARK,2,D,A,END,"	20030902",,"	007932908","Texas Eastern Transmission, LP",C000094,20200608 08:42:25,Y,"EAST KENTUCKY POWER COOPERATIVE,INC.","	","	0000023250",N,,,
73385,"SUEMAUR E & P - GOLDSBERRY GATHERING / HIDALGO CO., TX (REC",TX,HIDALGO,STX,R,I,WHD,,"	20200316","	007932908","Texas Eastern Transmission, LP",C000094,20200316 15:24:43,Y,UPSTREAM ENERGY SERVICES LLC,"	945765386",,N,,,
73388,"MONTGOMERY GAS TRANSMISSION, INC. - MONTGOMERY CO., TX (DEL",TX,MONTGOMERY,STX,D,A,INT,"	20030901",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,"MONTGOMERY GAS TRANSMISSION,INC.","	","	0000027446",N,,,
73391,"ARCADIA OPERATING,LLC- GOLDEN MINER #1 / SAN JACINTO CO., T",TX,SAN JACINTO,STX,R,A,WHD,"	20030401",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,ARCADIA OPERATING LLC,"	","	0000030160",N,,,
73393,FIELDWOOD ENERGY - SP 89-B BUYBACK,OF,SOUTH PASS,ELA,D,A,END,"	20050520",,"	007932908","Texas Eastern Transmission, LP",C000094,20190731 09:35:20,Y,FIELDWOOD ENERGY LLC,"	068663836",,N,,,
73399,"FFA PETROLEUM-KRAMER GATHERING, JACKSON CO., TX",TX,JACKSON,STX,R,A,WHD,"	20031201",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,FFA PETROLEUM,"	","	0000007876",N,,,
73402,"GREAT LAKES(VOYTEK) ENERGY INTERCONNECT-FAYETTE CO., PA",PA,FAYETTE,2,R,A,WHD,"	20040121",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:35,Y,"RANGE RESOURCES - APPALACHIA,  LLC","	114534337",,N,,,
73407,"CHESAPEAKE OPERATING INC-ANKENMEN GATHERING, BRAZORIA CO.,",TX,BRAZORIA,STX,R,A,WHD,"	20031201",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,HILCORP ENERGY COMPANY,"	","	0000025026",N,,,
73409,"FOSSIL RESOURCES - BROWN #1H / NACOGDOCHES CO., TX",TX,NACOGDOCHES,ETX,R,A,WHD,"	20031231",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,AETHON ENERGY OPERATING LLC,"	","	0000030483",N,,,
73410,"CENTERPOINT ENERGY-GATHERING SYSTEM, SHELBY CO., TX (REC)",TX,SHELBY,ETX,R,A,INT,"	20040109",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,"CENTERPOINT ENERGY FIELD SERVICES, LLC","	","	0000029436",N,,,
73411,"DISCOVERY/TRANSCO DELIVERY, LAFOURCHE PARISH, LA",LA,LAFOURCHE,ELA,D,A,INT,"	20050428",,"	007932908","Texas Eastern Transmission, LP",C000094,20200804 16:58:41,Y,DISCOVERY GAS TRANSMISSION LLC,"	","	0000025649",Y,C001031,"	40003",TECO RECEIPTS
73412,"BUCKEYE RANCH GATHERING - MATAGORDA CO., TX",TX,MATAGORDA,STX,R,I,WHD,,"	20190930","	007932908","Texas Eastern Transmission, LP",C000094,20190930 09:20:26,Y,GAITHER PETROLEUM CORP,"	","	0000023013",N,,,
73413,TENNESSEE GAS P/L - HANGING ROCK LATERAL,OH,SCIOTO,2,R,A,INT,"	20040324",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:28,Y,"TENNESSEE GAS PIPELINE COMPANY,  L.L.C.","	001939164",,Y,C000020,"	421018",DYNEGY/TGP HANGING ROCK
73414,"HESCO - DENALI GATHERING / HIDALGO CO., TX (REC)",TX,HIDALGO,STX,R,A,WHD,"	20040416",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,"ETC TEXAS PIPELINE, LTD.","	148978856",,N,,,
73417,"COPANO PROCESSING - HOUSTON CENTRAL / COLORADO CO., TX (REC",TX,COLORADO,STX,R,A,PLT,"	20040601",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,"COPANO PROCESSING, L.P.","	066080651",,N,,,
73422,"WOODWARD PIPELINE-APPLE SPRINGS / ANGELINA CO., TX (REC)",TX,ANGELINA,ETX,R,I,WHD,,"	20170621","	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:00,Y,WOODWARD PIPELINE INC.,"	093967388",,N,,,
73423,PIEDMONT NATURAL GAS - RUTHERFORD,TN,RUTHERFORD,1,D,A,LDC,"	20041001",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:21,Y,"PIEDMONT NATURAL GAS COMPANY, INC.","	006996219",,N,,,
73424,"GREAT LAKES ENERGY - LAYMAN GATHERING/WESTMORELAND, PA.",PA,WESTMORELAND,2,R,A,WHD,"	20041122",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:36,Y,"RANGE RESOURCES - APPALACHIA,  LLC","	114534337",,N,,,
73425,"WILLIAMS PIPELINE/LACY CROSSOVER - HIDALGO CO., TX (REC)",TX,HIDALGO,STX,R,I,INT,,"	20200204","	007932908","Texas Eastern Transmission, LP",C000094,20200204 13:20:22,Y,"DCP OPERATING COMPANY, LP","	","	0000030747",N,,,
73432,HOUSTON PIPELINE VIDOR,TX,ORANGE,WLA,R,A,INT,"	20050127",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,HOUSTON PIPE LINE COMPANY LP,"	770025609",,Y,C001003,"	0980478",HPL/TETCO VIDOR
73445,"VESSELS COAL - GATHERING SYSTEM - SALINE CO., IL (REC)",IL,SALINE,1,R,A,WHD,"	20050107",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:21,Y,"VESSELS COAL GAS, INC.","	","	0000030059",N,,,
73449,"ATLAS AMERICA-FAYETTE, CO., PA - (73449)",PA,FAYETTE,2,R,A,WHD,"	20080708",,"	007932908","Texas Eastern Transmission, LP",C000094,20200316 14:51:39,Y,"LAUREL MOUNTAIN MIDSTREAM OPERATING, LLC","	","	0000029340",N,,,
73452,"DEFS/SOUTHERN RESOURCES GATH. - BEE CO., TX (REC)",TX,BEE,STX,R,A,WHD,"	20050415",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,"DCP OPERATING COMPANY, LP","	","	0000030747",N,,,
73454,"KALER ENERGY-CARPENTER #1/BEE CO., TX (REC)",TX,BEE,STX,R,A,WHD,"	20050429",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,B P PRODUCTION INC.,"	121472588",,N,,,
73455,"MCBEE OPERATING COMPANY, LLC-RIPPY #1 NACOG. CO., TX (REC)",TX,NACOGDOCHES,ETX,R,A,WHD,"	20040820",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,RIPPY OIL COMPANY,"	","	0000028939",N,,,
73456,"XTO ENERGY - ANICO #4 - POLK CO., TX (REC)",TX,POLK,ETX,R,A,WHD,"	20050608",,"	007932908","Texas Eastern Transmission, LP",C000094,20200825 15:28:58,Y,XTO ENERGY INC.,"	804712347",,N,,,
73461,"UNIVERSAL NATURAL GAS/INTERCONNECT - MONTGOMERY CO., TX (DE",TX,MONTGOMERY,STX,D,A,INT,"	20060303",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,"UNIVERSAL NATURAL GAS, INC.","	809623713",,N,,,
73465,"GREYLOCK PIPELINE, LLC, JEFFERSON IC  PA",PA,GREENE,2,R,A,WHD,"	20050908",,"	007932908","Texas Eastern Transmission, LP",C000094,20191106 14:35:14,Y,"GREYLOCK PIPELINE, LLC","	","	0000030754",Y,C003355,"	73465",HENDERSON
73466,ALLIANCE PETROLEUM CORP - NICHOLSON FIELD INTERCONNECT-PA.,PA,SOMERSET,2,R,A,WHD,"	20050912",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:41,Y,DIVERSIFIED PRODUCTION LLC,"	","	0000030919",N,,,
73469,"DISCOVERY-LAROSE STATION INTERCONNECT, LAFOURCHE PSH., LA",LA,LAFOURCHE,ELA,D,A,PLT,"	20051207",,"	007932908","Texas Eastern Transmission, LP",C000094,20200804 16:58:41,Y,DISCOVERY GAS TRANSMISSION LLC,"	","	0000025649",Y,C001031,"	43016",TETCO TO DGT LAROSE
73475,"SAMSON LONESTAR - HERRERA #2 GATHERING, NACOGDOCHES CO., TX",TX,NACOGDOCHES,ETX,R,A,WHD,"	20051227",,"	007932908","Texas Eastern Transmission, LP",C000094,20200825 14:59:38,Y,"SAMSON LONE STAR, LLC","	","	0000029214",N,,,
73476,XTO ENERGY - O BRIEN INTERCONNECT - (73476),PA,SOMERSET,2,R,I,WHD,,"	20160404","	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:41,Y,"PHILLIPS EXPLORATION, INC.","	106316920",,N,,,
73477,"PRIME OPERATING COMPANY - MONEY WORT #1 - WALKER CO., TX (R",TX,WALKER,STX,R,I,WHD,,"	20191218","	007932908","Texas Eastern Transmission, LP",C000094,20191218 15:20:17,Y,PRIME OPERATING COMPANY,"	","	0000014583",N,,,
73481,"ASPECT ENERGY - BINTLIFF GATHERING - BRAZORIA CO., TX",TX,BRAZORIA,STX,R,I,WHD,,"	20160805","	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:46:56,Y,"ASPECT ENERGY, LLC","	867733735",,N,,,
73482,"MAGNUM LP - CHICOLETE CREEK - LAVACA CO., TX (REC)",TX,DE WITT,STX,R,A,WHD,"	20060412",,"	007932908","Texas Eastern Transmission, LP",C000094,20200826 00:59:29,Y,"MAGNUM PRODUCING, LP","	","	0000028637",N,,,
73484,SAMSON RESOURCES - CHEROKEE OAK HILL - RUSK CO. TX. (REC),TX,RUSK,ETX,R,A,WHD,"	20060524",,"	007932908","Texas Eastern Transmission, LP",C000094,20200825 14:59:38,Y,"SAMSON LONE STAR, LLC","	","	0000029214",N,,,
73490,"DOMINION E&P - BROWN GATHERING-ORANGE CO., TX",TX,ORANGE,WLA,R,A,WHD,"	20060824",,"	007932908","Texas Eastern Transmission, LP",C000094,20200825 15:01:47,Y,"GULF COAST WORKING PARTNERS, LLC","	","	0000030638",N,,,
73491,"ROVIG MINERAL-LAKE BOEUF FIELD,LAFOURCHE PARISH, LA",LA,LAFOURCHE,ELA,R,A,WHD,"	20050513",,"	007932908","Texas Eastern Transmission, LP",C000094,20200827 14:45:31,Y,"ROVIG MINERALS, INC.","	","	0000030691",N,,,
73502,"BUFFCO PRODUCTION, INC - OAK HILL COTTON VALLEY",TX,HARRISON,ETX,R,A,WHD,"	20060928",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,"BUFFCO PRODUCTION, INC.","	155895386",,N,,,
73503,"WINDRUSH OPERATOR/HUFF -KLEBERG CO., TX",TX,KLEBERG,STX,R,I,WHD,,"	20200113","	007932908","Texas Eastern Transmission, LP",C000094,20200113 09:20:21,Y,"WINDRUSH OPERATING CO., LLC","	","	0000029375",N,,,
73504,"WALTER OIL & GAS-KASMAN GATHERING -  MATAGORDA CO., TX",TX,MATAGORDA,STX,R,A,WHD,"	20061027",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,WALTER OIL & GAS CORPORATION,"	058996364",,N,,,
73505,DESF-ANGEL CITY GATHERING-GOLIAD CO. TX,TX,GOLIAD,STX,R,A,WHD,"	20061221",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,"DCP OPERATING COMPANY, LP","	","	0000030747",N,,,
73507,"PECO - SKIPPACK DELIVERY - MONTGOMERY, PA.",PA,BERKS,3,D,A,LDC,"	20061031",,"	007932908","Texas Eastern Transmission, LP",C000094,20200114 10:20:37,Y,PECO ENERGY COMPANY,"	007914468",,N,,,
73508,"ATMOS ENERGY/ROXIE-FAYETTE DELIVERY-FRANKLIN CO., MS",MS,FRANKLIN,ELA,D,A,LDC,"	20070518",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,ATMOS ENERGY CORPORATION,"	159717263",,Y,C003008,"	73508","DENBURY/ROXIE-FAYETTE DELIVERY-FRANKLIN CO., MS"
73512,"CNX GAS CO. LLC - GREEN HILL FIELD - GREENE C0., PA",PA,GREENE,2,R,A,WHD,"	20070522",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:32,Y,CNX GAS COMPANY LLC,"	088111906",,N,,,
73515,"PALMER PETROLEUM INC.-LUMBER GATHERING - ANGELINA CO., TX",TX,ANGELINA,ETX,R,A,WHD,"	20061204",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,PALMER PETROLEUM INC,"	","	0000018828",N,,,
73517,"ENCANA O&G INC. - GREEN GATHERING - NACOGDOCHES CO.,TX",TX,NACOGDOCHES,ETX,R,A,WHD,"	20061219",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,"ETOCO, L.P.","	","	0000029136",N,,,
73519,"FOSSIL RESOURCES-CARDINAL GATHERING-NACOGDOCHES CO., TX",TX,NACOGDOCHES,ETX,R,A,WHD,"	20070103",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,AETHON ENERGY OPERATING LLC,"	","	0000030483",N,,,
73521,"PALMER PETROLEUM-ANGELINA #2-ANGELINA CO., TX",TX,ANGELINA,ETX,R,I,WHD,,"	20170216","	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:01,Y,PALMER PETROLEUM INC,"	","	0000018828",N,,,
73523,"ENTERPRISE GATHERING LLC/BETHANY-DESOTO PARISH, LA-RUN 1",LA,DE SOTO,ETX,R,I,INT,,"	20161003","	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:06,Y,ENTERPRISE GATHERING LLC,"	","	0000029341",N,,,
73526,PUBLIC SERVICE - BOUND BROOK - HEATER FUEL,NJ,SOMERSET,3,D,A,LDC,"	20060401",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:47,Y,PSEG ENERGY RESOURCES & TRADE LLC,"	848784257",,N,,,
73538,"ASPECT ENERGY - BINTLIFF #3 BUY BACK-BRAZORIA CO., TX",TX,BRAZORIA,STX,D,I,END,,"	20160805","	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:46:57,Y,"ASPECT ENERGY, LLC","	867733735",,N,,,
73539,"NET LP - MONUMENT PIPELINE - HARRIS COUNTY, TX",TX,HARRIS,STX,D,A,INT,"	20070419",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,"MONUMENT PIPELINE, LP","	","	0000028419",N,,,
73542,"BLACKHAWK ENERGY, LLC -  ENTRIKEN INTERCONNECT, PA",PA,HUNTINGDON,3,R,A,WHD,"	20070607",,"	007932908","Texas Eastern Transmission, LP",C000094,20200811 15:12:41,Y,BLACKHAWK ENERGY LLC,"	","	0000030958",N,,,
73543,ALLIANCE PETROLEUM CORP - EAST WHEATFIELD INTERCONNECT - CA,PA,CAMBRIA,3,R,A,WHD,"	20070808",,"	007932908","Texas Eastern Transmission, LP",C000094,20200821 13:21:05,Y,DIVERSIFIED PRODUCTION LLC,"	","	0000030919",N,,,
73546,"SHERIDAN HOLDING COMPANY III,LLC-SHELBY GATHERING-SHELBY CO",TX,SHELBY,ETX,R,A,WHD,"	20070514",,"	007932908","Texas Eastern Transmission, LP",C000094,20200804 17:23:06,Y,SHERIDAN PRODUCTION LLC,"	800210283",,N,,,
73549,"NOBLE ENERGY-OLIVER CREEK-SHELBY CO., TX",TX,SHELBY,ETX,R,A,WHD,"	20070913",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,AETHON ENERGY OPERATING LLC,"	","	0000030483",N,,,
73556,"GOLDEN PASS PIPELINE - CALCASIEU PARISH,  LA",LA,CALCASIEU,WLA,R,A,INT,"	20101220",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:26,Y,GOLDEN PASS PIPELINE LLC,"	809259778",,Y,C001447,"	805462",TEXAS EASTERN
73560,GULF SOUTH HINDS/RAYMOND,MS,HINDS,ELA,R,A,INT,"	20080122",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,"GULF SOUTH PIPELINE COMPANY, LP","	078444247",,Y,C000591,"	22113",SOUTH RAYMOND - EXPANSION (TO TET)
73561,"COMPRESSED ENERGY SYSTEMS LLC  - SALINE CO., IL",IL,SALINE,1,R,A,WHD,"	20070420",,"	007932908","Texas Eastern Transmission, LP",C000094,20200331 16:28:22,Y,"COMPRESSED ENERGY SYSTEMS, LLC","	","	0000028673",N,,,
73564,"TANOS EXPLORATION II,LLC/PARMER GATHERING",TX,NACOGDOCHES,ETX,R,A,WHD,"	20070620",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,"TANOS EXPLORATION II, LLC","	","	0000030340",N,,,
73568,KINDER MORGAN LNG,LA,EVANGELINE,WLA,R,A,LNG,"	20090703",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:26,Y,KINDER MORGAN LOUISIANA PIPELINE LLC,"	","	0000029083",Y,C000231,"	44396",TET/KMLP  EVANGELINE
73569,MIDCONTINENT EXPRESS,MS,HINDS,ELA,R,A,INT,"	20090814",,"	007932908","Texas Eastern Transmission, LP",C000094,20200825 15:25:00,Y,MIDCONTINENT EXPRESS PIPELINE LLC,"	808150895",,Y,C000235,"	44448",TET/MEP  HINDS
73570,MILLENNIUM/SOUTHLAND,TX,ANGELINA,ETX,D,I,END,,"	20180822","	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:00,Y,REGENCY DESOTO-HESCO SERVICES LLC,"	968410246",,N,,,
73571,MILLENNIUM/SOUTHLAND,TX,ANGELINA,ETX,R,I,WHD,,"	20180822","	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:01,Y,REGENCY DESOTO-HESCO SERVICES LLC,"	968410246",,N,,,
73573,GIBRALTER ENERGY COMPANY/BLACK WARRIOR,MS,CLAY,1,R,A,WHD,"	20080529",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:26,Y,SCORPION OIL & GAS,"	","	0000030893",N,,,
73575,"DCP/SARITA GATHERING-KENEDY CO., TX",TX,KENEDY,STX,R,I,WHD,,"	20171116","	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:46:50,Y,"DCP OPERATING COMPANY, LP","	","	0000030747",N,,,
73576,"TEXAS GAS- KOSCIUSKO, MS",MS,ATTALA,1,R,A,INT,"	20090319",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:26,Y,"TEXAS GAS TRANSMISSION,LLC","	115972101",,Y,C000592,"	9560",TETCO - KOSCICUSKO
73577,"TEXAS GAS/FAYETVILLE, AR.",AR,WHITE,1,R,A,INT,"	20081223",,"	007932908","Texas Eastern Transmission, LP",C000094,20200316 15:00:36,Y,"TEXAS GAS TRANSMISSION,LLC","	115972101",,Y,C000592,"	9533",TETCO - BALD KNOB
73580,"REX CLARINGTON, MONROE CO., OH",OH,MONROE,2,R,A,INT,"	20091101",,"	007932908","Texas Eastern Transmission, LP",C000094,20200825 15:27:02,Y,ROCKIES EXPRESS PIPELINE LLC,"	784256161",,Y,C000594,"	44425",TET/REX CLAR MONROE
73581,"REX LEBANON (REC), WARREN CO., OH",OH,WARREN,2,R,A,INT,"	20090629",,"	007932908","Texas Eastern Transmission, LP",C000094,20200825 15:27:02,Y,ROCKIES EXPRESS PIPELINE LLC,"	784256161",,Y,C000594,"	44419",TET/REX LEB WARREN
73582,"SAMSON LONESTAR - HERRERA #3, NACOGDOCHES CO., TX",TX,NACOGDOCHES,ETX,R,A,WHD,"	20080714",,"	007932908","Texas Eastern Transmission, LP",C000094,20200825 14:59:38,Y,"SAMSON LONE STAR, LLC","	","	0000029214",N,,,
73590,NRG - CEDAR BAYOU,TX,CHAMBERS,STX,D,A,END,"	20080502",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,NRG POWER MARKETING LLC,"	028255979",,N,,,
73594,ENERGY XXI - MP 107,OF,MAIN PASS,ELA,R,I,WHD,,"	20190325","	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:46:59,Y,"M21K, LLC","	078535557",,N,,,
73597,"FOSSIL RESOURCES/CARDINAL II GATHERING-NACOGDOCHES CO., TX",TX,NACOGDOCHES,ETX,R,A,WHD,"	20081021",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:26,Y,AETHON ENERGY OPERATING LLC,"	","	0000030483",N,,,
73600,FORTUNE RESOURCES LLC/TARANTULA GATHERING,TX,SHELBY,ETX,R,A,WHD,"	20080806",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:26,Y,FORTUNE RESOURCES LLC,"	610874526",,N,,,
